"outcome","race","age","relationship","sex","marital_status"
0," White",30," Not-in-family"," Female"," Divorced"
0," Other",40," Husband"," Male"," Married-civ-spouse"
0," White",36," Husband"," Male"," Married-civ-spouse"
0," White",50," Not-in-family"," Male"," Married-spouse-absent"
0," White",45," Husband"," Male"," Married-civ-spouse"
0," White",22," Wife"," Female"," Married-civ-spouse"
0," White",34," Husband"," Male"," Married-civ-spouse"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," Black",57," Unmarried"," Female"," Widowed"
0," Asian-Pac-Islander",29," Other-relative"," Male"," Never-married"
0," White",31," Not-in-family"," Male"," Never-married"
0," Black",32," Not-in-family"," Male"," Never-married"
0," Black",45," Husband"," Male"," Married-civ-spouse"
0," White",31," Not-in-family"," Male"," Divorced"
0," White",29," Unmarried"," Female"," Separated"
0," White",30," Husband"," Male"," Married-civ-spouse"
0," White",43," Husband"," Male"," Married-civ-spouse"
0," White",50," Husband"," Male"," Married-civ-spouse"
0," White",37," Other-relative"," Female"," Divorced"
0," Black",59," Own-child"," Female"," Separated"
0," White",18," Own-child"," Female"," Never-married"
0," White",25," Own-child"," Male"," Never-married"
0," White",36," Husband"," Male"," Married-civ-spouse"
0," White",17," Own-child"," Female"," Never-married"
0," White",55," Husband"," Male"," Married-civ-spouse"
0," White",47," Other-relative"," Male"," Married-civ-spouse"
0," White",17," Own-child"," Female"," Never-married"
0," White",18," Own-child"," Male"," Never-married"
0," White",46," Husband"," Male"," Married-civ-spouse"
0," Black",31," Other-relative"," Male"," Never-married"
0," White",61," Husband"," Male"," Married-civ-spouse"
0," White",28," Not-in-family"," Male"," Never-married"
0," White",43," Husband"," Male"," Married-civ-spouse"
0," White",26," Not-in-family"," Female"," Never-married"
0," White",32," Husband"," Male"," Married-civ-spouse"
0," White",52," Husband"," Male"," Married-civ-spouse"
0," White",55," Not-in-family"," Female"," Never-married"
0," White",67," Unmarried"," Female"," Widowed"
0," White",25," Not-in-family"," Male"," Never-married"
0," White",33," Husband"," Male"," Married-civ-spouse"
0," White",29," Other-relative"," Female"," Never-married"
0," White",20," Own-child"," Female"," Never-married"
0," White",58," Wife"," Female"," Married-civ-spouse"
0," White",56," Unmarried"," Female"," Never-married"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," Other",36," Not-in-family"," Female"," Divorced"
0," White",21," Own-child"," Male"," Never-married"
0," Black",26," Not-in-family"," Female"," Never-married"
0," White",81," Not-in-family"," Male"," Widowed"
0," Asian-Pac-Islander",52," Own-child"," Male"," Never-married"
0," White",48," Husband"," Male"," Married-civ-spouse"
0," White",34," Husband"," Male"," Married-civ-spouse"
0," White",47," Husband"," Male"," Married-civ-spouse"
0," White",37," Not-in-family"," Female"," Never-married"
0," White",37," Not-in-family"," Female"," Never-married"
0," White",42," Not-in-family"," Male"," Divorced"
0," White",23," Own-child"," Female"," Never-married"
0," White",37," Not-in-family"," Male"," Never-married"
0," White",45," Husband"," Male"," Married-civ-spouse"
0," Amer-Indian-Eskimo",28," Unmarried"," Female"," Never-married"
0," White",89," Husband"," Male"," Married-civ-spouse"
0," Black",54," Unmarried"," Female"," Divorced"
0," White",23," Own-child"," Male"," Never-married"
0," White",20," Not-in-family"," Male"," Never-married"
0," Asian-Pac-Islander",50," Unmarried"," Female"," Separated"
0," White",35," Not-in-family"," Female"," Never-married"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," White",31," Not-in-family"," Female"," Never-married"
0," White",24," Own-child"," Male"," Never-married"
0," White",52," Not-in-family"," Male"," Never-married"
0," White",18," Own-child"," Male"," Never-married"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",51," Husband"," Male"," Married-civ-spouse"
0," White",41," Husband"," Male"," Married-civ-spouse"
0," White",57," Wife"," Female"," Married-civ-spouse"
0," Other",22," Own-child"," Male"," Never-married"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," White",74," Not-in-family"," Male"," Widowed"
0," White",56," Not-in-family"," Male"," Never-married"
0," White",33," Not-in-family"," Male"," Divorced"
0," White",31," Husband"," Male"," Married-civ-spouse"
0," White",41," Husband"," Male"," Married-civ-spouse"
0," White",26," Unmarried"," Female"," Divorced"
0," White",59," Not-in-family"," Female"," Widowed"
0," Black",23," Not-in-family"," Male"," Married-civ-spouse"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",50," Unmarried"," Female"," Divorced"
0," White",52," Not-in-family"," Female"," Divorced"
0," White",31," Wife"," Female"," Married-civ-spouse"
0," Black",37," Unmarried"," Female"," Married-spouse-absent"
0," White",48," Husband"," Male"," Married-civ-spouse"
0," White",50," Not-in-family"," Male"," Divorced"
0," White",30," Husband"," Male"," Married-civ-spouse"
0," White",24," Husband"," Male"," Married-civ-spouse"
0," White",57," Husband"," Male"," Married-civ-spouse"
0," White",49," Not-in-family"," Male"," Divorced"
0," White",23," Not-in-family"," Male"," Never-married"
0," Black",20," Not-in-family"," Female"," Never-married"
0," Asian-Pac-Islander",52," Wife"," Female"," Married-civ-spouse"
0," Asian-Pac-Islander",56," Wife"," Female"," Married-civ-spouse"
0," White",57," Not-in-family"," Female"," Divorced"
0," White",20," Own-child"," Male"," Never-married"
0," White",43," Not-in-family"," Male"," Separated"
0," Asian-Pac-Islander",41," Husband"," Male"," Married-civ-spouse"
0," White",45," Not-in-family"," Male"," Divorced"
0," White",36," Husband"," Male"," Married-civ-spouse"
0," White",62," Unmarried"," Female"," Divorced"
0," White",19," Own-child"," Male"," Never-married"
0," White",24," Husband"," Male"," Married-civ-spouse"
0," White",19," Own-child"," Male"," Never-married"
0," White",20," Wife"," Female"," Married-civ-spouse"
0," White",32," Husband"," Male"," Married-civ-spouse"
0," White",44," Not-in-family"," Female"," Never-married"
0," Black",53," Husband"," Male"," Married-civ-spouse"
0," Asian-Pac-Islander",45," Husband"," Male"," Married-civ-spouse"
0," White",39," Not-in-family"," Male"," Never-married"
0," White",55," Husband"," Male"," Married-civ-spouse"
0," White",30," Not-in-family"," Male"," Never-married"
0," Asian-Pac-Islander",39," Husband"," Male"," Married-civ-spouse"
0," White",23," Not-in-family"," Male"," Never-married"
0," White",28," Not-in-family"," Female"," Never-married"
0," Amer-Indian-Eskimo",42," Husband"," Male"," Married-civ-spouse"
0," White",35," Not-in-family"," Male"," Divorced"
0," White",39," Not-in-family"," Female"," Never-married"
0," White",29," Unmarried"," Female"," Divorced"
0," Asian-Pac-Islander",21," Own-child"," Male"," Never-married"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",42," Husband"," Male"," Married-civ-spouse"
0," White",28," Not-in-family"," Male"," Never-married"
0," White",57," Other-relative"," Female"," Divorced"
0," White",59," Not-in-family"," Female"," Divorced"
0," Black",50," Husband"," Male"," Married-civ-spouse"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," White",20," Other-relative"," Male"," Never-married"
0," White",46," Wife"," Female"," Married-civ-spouse"
0," White",28," Unmarried"," Female"," Never-married"
0," White",32," Not-in-family"," Female"," Separated"
0," White",20," Unmarried"," Male"," Never-married"
0," White",38," Husband"," Male"," Married-civ-spouse"
0," White",36," Not-in-family"," Female"," Never-married"
0," White",30," Not-in-family"," Female"," Never-married"
0," White",35," Not-in-family"," Female"," Never-married"
0," Amer-Indian-Eskimo",30," Not-in-family"," Male"," Divorced"
0," White",56," Not-in-family"," Male"," Divorced"
0," White",30," Not-in-family"," Male"," Married-spouse-absent"
0," White",64," Husband"," Male"," Married-civ-spouse"
0," White",21," Own-child"," Female"," Never-married"
0," White",17," Own-child"," Male"," Never-married"
0," Black",49," Wife"," Female"," Married-civ-spouse"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," White",52," Not-in-family"," Female"," Widowed"
0," White",55," Other-relative"," Female"," Married-civ-spouse"
0," Black",24," Own-child"," Female"," Never-married"
0," White",23," Not-in-family"," Female"," Divorced"
0," Black",31," Unmarried"," Female"," Never-married"
0," White",17," Own-child"," Male"," Never-married"
0," White",50," Not-in-family"," Male"," Divorced"
0," White",33," Husband"," Male"," Married-civ-spouse"
0," White",24," Not-in-family"," Female"," Never-married"
0," White",37," Wife"," Female"," Married-civ-spouse"
0," White",31," Not-in-family"," Male"," Never-married"
0," White",77," Husband"," Male"," Married-civ-spouse"
0," Black",21," Own-child"," Female"," Never-married"
0," White",18," Own-child"," Male"," Never-married"
0," White",25," Own-child"," Male"," Never-married"
0," Black",57," Not-in-family"," Male"," Widowed"
0," White",25," Unmarried"," Female"," Never-married"
0," White",62," Not-in-family"," Female"," Widowed"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",26," Not-in-family"," Female"," Divorced"
0," Black",47," Not-in-family"," Male"," Never-married"
0," White",25," Not-in-family"," Female"," Never-married"
0," White",33," Not-in-family"," Female"," Never-married"
0," White",28," Own-child"," Male"," Never-married"
0," White",42," Husband"," Male"," Married-civ-spouse"
0," White",50," Husband"," Male"," Married-civ-spouse"
0," White",61," Husband"," Male"," Married-civ-spouse"
0," White",50," Husband"," Male"," Married-civ-spouse"
0," White",23," Not-in-family"," Male"," Never-married"
0," White",27," Unmarried"," Female"," Never-married"
0," White",51," Husband"," Male"," Married-civ-spouse"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," White",25," Not-in-family"," Female"," Never-married"
0," Asian-Pac-Islander",38," Husband"," Male"," Married-civ-spouse"
0," Asian-Pac-Islander",60," Husband"," Male"," Married-civ-spouse"
0," White",66," Husband"," Male"," Married-civ-spouse"
0," White",74," Husband"," Male"," Married-civ-spouse"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," White",26," Not-in-family"," Male"," Never-married"
0," White",39," Husband"," Male"," Married-civ-spouse"
0," White",19," Own-child"," Female"," Never-married"
0," White",35," Wife"," Female"," Married-civ-spouse"
0," Black",43," Unmarried"," Female"," Widowed"
0," White",31," Husband"," Male"," Married-civ-spouse"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",30," Unmarried"," Female"," Divorced"
0," White",22," Own-child"," Female"," Never-married"
0," White",36," Not-in-family"," Female"," Divorced"
0," White",19," Own-child"," Female"," Never-married"
0," White",36," Not-in-family"," Male"," Divorced"
0," White",29," Own-child"," Female"," Never-married"
0," White",30," Not-in-family"," Female"," Never-married"
0," White",31," Wife"," Female"," Married-civ-spouse"
0," Black",27," Own-child"," Male"," Never-married"
0," Asian-Pac-Islander",44," Husband"," Male"," Married-civ-spouse"
0," White",17," Own-child"," Female"," Never-married"
0," White",36," Husband"," Male"," Married-civ-spouse"
0," White",43," Husband"," Male"," Married-civ-spouse"
0," White",46," Husband"," Male"," Married-civ-spouse"
0," Black",24," Other-relative"," Female"," Never-married"
0," Black",42," Not-in-family"," Male"," Never-married"
0," White",55," Husband"," Male"," Married-civ-spouse"
0," White",61," Unmarried"," Female"," Widowed"
0," White",20," Own-child"," Female"," Never-married"
0," White",60," Husband"," Male"," Married-civ-spouse"
0," White",24," Wife"," Female"," Married-civ-spouse"
0," White",33," Husband"," Male"," Married-civ-spouse"
0," White",67," Not-in-family"," Female"," Never-married"
0," White",34," Not-in-family"," Male"," Never-married"
0," White",34," Wife"," Female"," Married-civ-spouse"
0," White",38," Own-child"," Female"," Divorced"
0," White",50," Not-in-family"," Female"," Divorced"
0," White",45," Husband"," Male"," Married-civ-spouse"
0," White",55," Unmarried"," Female"," Widowed"
0," White",18," Own-child"," Male"," Never-married"
0," Amer-Indian-Eskimo",26," Unmarried"," Female"," Never-married"
0," White",40," Unmarried"," Female"," Widowed"
0," White",37," Unmarried"," Female"," Divorced"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",22," Own-child"," Female"," Never-married"
0," White",33," Not-in-family"," Male"," Separated"
0," White",42," Wife"," Female"," Married-civ-spouse"
0," Other",36," Own-child"," Male"," Divorced"
0," White",41," Husband"," Male"," Married-civ-spouse"
0," White",39," Unmarried"," Female"," Divorced"
0," Asian-Pac-Islander",63," Husband"," Male"," Married-civ-spouse"
0," White",52," Husband"," Male"," Married-civ-spouse"
0," White",36," Unmarried"," Female"," Never-married"
0," White",27," Not-in-family"," Male"," Never-married"
0," White",19," Own-child"," Female"," Never-married"
0," White",66," Not-in-family"," Female"," Never-married"
0," Black",74," Not-in-family"," Male"," Widowed"
0," White",17," Own-child"," Male"," Never-married"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," White",52," Husband"," Male"," Married-civ-spouse"
0," White",21," Own-child"," Female"," Never-married"
0," White",44," Not-in-family"," Male"," Separated"
0," White",24," Not-in-family"," Male"," Never-married"
0," White",19," Own-child"," Male"," Never-married"
0," Black",31," Not-in-family"," Male"," Never-married"
0," White",42," Husband"," Male"," Married-civ-spouse"
0," White",35," Wife"," Female"," Married-civ-spouse"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",26," Not-in-family"," Female"," Never-married"
0," White",39," Wife"," Female"," Married-civ-spouse"
0," White",38," Husband"," Male"," Married-civ-spouse"
0," Asian-Pac-Islander",39," Husband"," Male"," Married-civ-spouse"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",40," Wife"," Female"," Married-civ-spouse"
0," White",64," Not-in-family"," Female"," Widowed"
0," White",22," Own-child"," Female"," Never-married"
0," White",49," Husband"," Male"," Married-civ-spouse"
0," White",26," Husband"," Male"," Married-civ-spouse"
0," White",38," Not-in-family"," Female"," Divorced"
0," White",44," Not-in-family"," Male"," Married-spouse-absent"
0," Black",34," Unmarried"," Male"," Divorced"
0," White",54," Unmarried"," Female"," Widowed"
0," White",22," Own-child"," Female"," Never-married"
0," White",64," Husband"," Male"," Married-civ-spouse"
0," White",22," Own-child"," Female"," Never-married"
0," White",40," Husband"," Male"," Married-civ-spouse"
0," White",36," Husband"," Male"," Married-civ-spouse"
0," White",20," Other-relative"," Male"," Never-married"
0," White",49," Not-in-family"," Female"," Divorced"
0," White",42," Husband"," Male"," Married-civ-spouse"
0," White",48," Not-in-family"," Female"," Divorced"
0," White",27," Own-child"," Male"," Never-married"
0," White",30," Husband"," Male"," Married-civ-spouse"
0," White",22," Not-in-family"," Female"," Never-married"
0," White",36," Husband"," Male"," Married-civ-spouse"
0," White",53," Other-relative"," Female"," Divorced"
0," White",32," Not-in-family"," Male"," Separated"
0," White",48," Husband"," Male"," Married-civ-spouse"
0," White",40," Husband"," Male"," Married-civ-spouse"
0," White",24," Husband"," Male"," Married-civ-spouse"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",17," Own-child"," Male"," Never-married"
0," White",28," Not-in-family"," Female"," Divorced"
0," Black",30," Unmarried"," Male"," Separated"
0," White",37," Not-in-family"," Female"," Never-married"
0," Black",23," Other-relative"," Male"," Never-married"
0," White",17," Own-child"," Female"," Never-married"
0," White",47," Husband"," Male"," Married-civ-spouse"
0," White",43," Husband"," Male"," Married-civ-spouse"
0," Amer-Indian-Eskimo",39," Husband"," Male"," Married-civ-spouse"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," Black",23," Wife"," Female"," Married-civ-spouse"
0," White",41," Unmarried"," Female"," Divorced"
0," Black",22," Not-in-family"," Female"," Never-married"
0," White",30," Not-in-family"," Female"," Married-spouse-absent"
0," White",39," Not-in-family"," Female"," Divorced"
0," White",65," Husband"," Male"," Married-civ-spouse"
0," White",61," Not-in-family"," Female"," Never-married"
0," White",20," Not-in-family"," Male"," Never-married"
0," White",37," Unmarried"," Female"," Divorced"
0," White",39," Not-in-family"," Male"," Divorced"
0," Black",27," Not-in-family"," Male"," Never-married"
0," White",32," Husband"," Male"," Married-civ-spouse"
0," White",54," Not-in-family"," Female"," Divorced"
0," White",39," Husband"," Male"," Married-civ-spouse"
0," Black",17," Other-relative"," Male"," Never-married"
0," Black",23," Not-in-family"," Female"," Never-married"
0," White",19," Unmarried"," Female"," Never-married"
0," Black",55," Not-in-family"," Male"," Divorced"
0," White",36," Not-in-family"," Female"," Separated"
0," White",27," Husband"," Male"," Married-civ-spouse"
0," Black",23," Not-in-family"," Female"," Never-married"
0," White",38," Wife"," Female"," Married-civ-spouse"
0," White",22," Own-child"," Male"," Never-married"
0," White",31," Wife"," Female"," Married-civ-spouse"
0," White",53," Husband"," Male"," Married-civ-spouse"
0," White",67," Husband"," Male"," Married-civ-spouse"
0," White",42," Husband"," Male"," Married-civ-spouse"
0," White",29," Husband"," Male"," Married-civ-spouse"
0," White",31," Not-in-family"," Male"," Never-married"
0," White",22," Husband"," Male"," Married-civ-spouse"
0," Black",50," Other-relative"," Female"," Widowed"
0," White",41," Husband"," Male"," Married-civ-spouse"
0," White",68," Not-in-family"," Female"," Widowed"
0," White",42," Husband"," Male"," Married-civ-spouse"
0," White",20," Own-child"," Female"," Never-married"
0," Asian-Pac-Islander",18," Own-child"," Female"," Never-married"
0," White",31," Other-relative"," Female"," Never-married"
0," White",56," Husband"," Male"," Married-civ-spouse"
0," White",23," Husband"," Male"," Married-civ-spouse"
0," White",45," Other-relative"," Female"," Never-married"
0," White",22," Own-child"," Male"," Never-married"
0," White",23," Not-in-family"," Female"," Never-married"
0," White",54," Husband"," Male"," Married-civ-spouse"
0," White",34," Husband"," Male"," Married-civ-spouse"
0," Black",36," Husband"," Male"," Married-civ-spouse"
0," Black",29," Unmarried"," Female"," Separated"
0," White",67," Wife"," Female"," Married-civ-spouse"
0," White",48," Husband"," Male"," Married-civ-spouse"
0," White",53," Not-in-family"," Female"," Never-married"
0," White",42," Husband"," Male"," Married-civ-spouse"
0," White",56," Husband"," Male"," Married-civ-spouse"
0," White",20," Own-child"," Female"," Never-married"
0," Black",40," Other-relative"," Male"," Never-married"
0," White",55," Not-in-family"," Male"," Divorced"
0," White",61," Husband"," Male"," Married-civ-spouse"
0," White",35," Wife"," Female"," Married-civ-spouse"
0," White",42," Husband"," Male"," Married-civ-spouse"
0," White",32," Husband"," Male"," Married-civ-spouse"
0," White",19," Not-in-family"," Male"," Never-married"
0," White",21," Own-child"," Male"," Never-married"
0," White",39," Husband"," Male"," Married-civ-spouse"
0," White",22," Other-relative"," Female"," Separated"
0," White",23," Not-in-family"," Female"," Never-married"
0," White",49," Husband"," Male"," Married-civ-spouse"
0," White",57," Husband"," Male"," Married-civ-spouse"
0," White",49," Husband"," Male"," Married-civ-spouse"
0," Asian-Pac-Islander",34," Unmarried"," Female"," Separated"
0," White",46," Husband"," Male"," Married-civ-spouse"
0," White",26," Husband"," Male"," Married-civ-spouse"
0," White",38," Not-in-family"," Male"," Divorced"
0," Black",59," Husband"," Male"," Married-civ-spouse"
0," White",24," Not-in-family"," Male"," Divorced"
0," White",26," Not-in-family"," Female"," Never-married"
0," White",41," Husband"," Male"," Married-civ-spouse"
0," White",27," Not-in-family"," Male"," Never-married"
0," White",23," Own-child"," Male"," Never-married"
0," White",19," Husband"," Male"," Married-civ-spouse"
0," White",39," Own-child"," Male"," Never-married"
0," White",46," Wife"," Female"," Married-civ-spouse"
0," White",28," Own-child"," Male"," Never-married"
0," White",62," Not-in-family"," Female"," Divorced"
0," White",28," Own-child"," Male"," Never-married"
0," White",35," Unmarried"," Female"," Never-married"
0," White",38," Husband"," Male"," Married-civ-spouse"
0," White",53," Not-in-family"," Male"," Divorced"
0," White",29," Husband"," Male"," Married-civ-spouse"
0," White",17," Own-child"," Female"," Never-married"
0," White",45," Not-in-family"," Female"," Never-married"
0," White",20," Other-relative"," Male"," Never-married"
0," White",27," Unmarried"," Female"," Never-married"
0," White",59," Husband"," Male"," Married-civ-spouse"
0," White",37," Unmarried"," Female"," Never-married"
0," White",27," Own-child"," Male"," Never-married"
0," White",29," Husband"," Male"," Married-civ-spouse"
0," White",26," Other-relative"," Female"," Divorced"
0," White",63," Husband"," Male"," Married-civ-spouse"
0," White",39," Own-child"," Female"," Divorced"
0," White",20," Own-child"," Male"," Never-married"
0," White",20," Not-in-family"," Male"," Never-married"
0," White",53," Husband"," Male"," Married-civ-spouse"
0," White",49," Wife"," Female"," Married-civ-spouse"
0," Black",35," Not-in-family"," Male"," Married-spouse-absent"
0," White",40," Not-in-family"," Female"," Divorced"
0," White",50," Husband"," Male"," Married-civ-spouse"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",38," Husband"," Male"," Married-civ-spouse"
0," White",47," Not-in-family"," Female"," Divorced"
0," White",32," Wife"," Female"," Married-civ-spouse"
0," White",43," Wife"," Female"," Married-civ-spouse"
0," White",20," Own-child"," Female"," Never-married"
0," White",33," Not-in-family"," Male"," Separated"
0," White",23," Own-child"," Male"," Never-married"
0," White",50," Husband"," Male"," Married-civ-spouse"
0," White",60," Not-in-family"," Female"," Divorced"
0," White",56," Husband"," Male"," Married-civ-spouse"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," White",57," Not-in-family"," Male"," Divorced"
0," Black",22," Other-relative"," Male"," Never-married"
0," White",48," Husband"," Male"," Married-civ-spouse"
0," Black",27," Husband"," Male"," Married-civ-spouse"
0," White",18," Own-child"," Male"," Never-married"
0," White",41," Husband"," Male"," Married-civ-spouse"
0," White",33," Own-child"," Male"," Never-married"
0," White",51," Not-in-family"," Male"," Married-spouse-absent"
0," White",33," Not-in-family"," Female"," Never-married"
0," White",25," Not-in-family"," Female"," Never-married"
0," White",55," Husband"," Male"," Married-civ-spouse"
0," White",29," Not-in-family"," Female"," Divorced"
0," White",24," Not-in-family"," Male"," Never-married"
0," White",41," Husband"," Male"," Married-civ-spouse"
0," White",29," Not-in-family"," Female"," Never-married"
0," Amer-Indian-Eskimo",39," Husband"," Male"," Married-civ-spouse"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",20," Not-in-family"," Female"," Never-married"
0," White",41," Not-in-family"," Female"," Divorced"
0," White",26," Own-child"," Male"," Never-married"
0," White",44," Not-in-family"," Male"," Divorced"
0," White",32," Husband"," Male"," Married-civ-spouse"
0," White",35," Not-in-family"," Male"," Divorced"
0," White",59," Husband"," Male"," Married-civ-spouse"
0," White",61," Not-in-family"," Male"," Divorced"
0," White",20," Own-child"," Male"," Never-married"
0," Black",58," Unmarried"," Male"," Divorced"
0," White",48," Husband"," Male"," Married-civ-spouse"
0," Asian-Pac-Islander",26," Not-in-family"," Female"," Never-married"
0," White",28," Husband"," Male"," Married-civ-spouse"
0," White",48," Husband"," Male"," Married-civ-spouse"
0," White",45," Husband"," Male"," Married-civ-spouse"
0," White",18," Own-child"," Male"," Never-married"
0," White",23," Own-child"," Male"," Never-married"
0," White",31," Not-in-family"," Female"," Never-married"
0," Black",19," Own-child"," Male"," Never-married"
0," White",35," Unmarried"," Female"," Divorced"
0," White",22," Not-in-family"," Male"," Never-married"
0," White",32," Own-child"," Male"," Never-married"
0," White",69," Unmarried"," Female"," Widowed"
0," White",39," Wife"," Female"," Married-civ-spouse"
0," Asian-Pac-Islander",21," Not-in-family"," Female"," Never-married"
0," White",22," Own-child"," Female"," Never-married"
0," White",52," Husband"," Male"," Married-civ-spouse"
0," White",44," Husband"," Male"," Married-civ-spouse"
0," White",22," Own-child"," Female"," Never-married"
0," White",49," Husband"," Male"," Married-civ-spouse"
0," White",51," Husband"," Male"," Married-civ-spouse"
0," Asian-Pac-Islander",27," Not-in-family"," Male"," Never-married"
0," White",34," Husband"," Male"," Married-civ-spouse"
0," White",20," Own-child"," Female"," Never-married"
0," Asian-Pac-Islander",22," Not-in-family"," Male"," Never-married"
0," Black",68," Not-in-family"," Female"," Widowed"
0," White",31," Husband"," Male"," Married-civ-spouse"
0," White",22," Not-in-family"," Male"," Never-married"
0," White",62," Husband"," Male"," Married-civ-spouse"
0," Amer-Indian-Eskimo",28," Own-child"," Female"," Never-married"
0," Black",46," Husband"," Male"," Married-civ-spouse"
0," White",49," Husband"," Male"," Married-civ-spouse"
0," White",40," Husband"," Male"," Married-civ-spouse"
0," White",54," Husband"," Male"," Married-civ-spouse"
0," Other",24," Other-relative"," Male"," Never-married"
0," White",27," Not-in-family"," Female"," Never-married"
0," White",33," Husband"," Male"," Married-civ-spouse"
0," Amer-Indian-Eskimo",19," Other-relative"," Male"," Never-married"
0," White",27," Husband"," Male"," Married-civ-spouse"
0," White",39," Unmarried"," Male"," Divorced"
0," White",29," Not-in-family"," Male"," Married-spouse-absent"
0," Asian-Pac-Islander",29," Husband"," Male"," Married-civ-spouse"
0," White",44," Husband"," Male"," Married-civ-spouse"
0," White",51," Not-in-family"," Male"," Married-spouse-absent"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," White",56," Husband"," Male"," Married-civ-spouse"
0," White",19," Unmarried"," Female"," Never-married"
0," White",37," Other-relative"," Male"," Never-married"
0," White",18," Own-child"," Female"," Never-married"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",28," Husband"," Male"," Married-civ-spouse"
0," White",40," Husband"," Male"," Married-civ-spouse"
0," White",50," Husband"," Male"," Married-civ-spouse"
0," White",31," Not-in-family"," Male"," Never-married"
0," White",57," Unmarried"," Male"," Divorced"
0," White",40," Husband"," Male"," Married-civ-spouse"
0," White",44," Not-in-family"," Male"," Never-married"
0," White",40," Husband"," Male"," Married-civ-spouse"
0," White",42," Unmarried"," Female"," Never-married"
0," Black",41," Husband"," Male"," Married-civ-spouse"
0," White",23," Not-in-family"," Male"," Married-spouse-absent"
0," White",41," Husband"," Male"," Married-civ-spouse"
0," White",41," Own-child"," Male"," Never-married"
0," White",29," Not-in-family"," Male"," Never-married"
0," Black",33," Not-in-family"," Female"," Never-married"
0," White",43," Other-relative"," Female"," Divorced"
0," White",18," Own-child"," Female"," Never-married"
0," White",67," Not-in-family"," Female"," Widowed"
0," White",21," Own-child"," Male"," Never-married"
0," White",36," Husband"," Male"," Married-civ-spouse"
0," White",22," Own-child"," Male"," Never-married"
0," White",64," Husband"," Male"," Married-civ-spouse"
0," White",24," Own-child"," Female"," Never-married"
0," White",44," Husband"," Male"," Married-civ-spouse"
0," White",22," Own-child"," Male"," Never-married"
0," White",60," Husband"," Male"," Married-civ-spouse"
0," White",31," Husband"," Male"," Married-civ-spouse"
0," White",74," Husband"," Male"," Married-civ-spouse"
0," White",30," Not-in-family"," Male"," Never-married"
0," White",29," Unmarried"," Male"," Never-married"
0," White",47," Wife"," Female"," Married-civ-spouse"
0," White",71," Not-in-family"," Female"," Widowed"
0," White",33," Husband"," Male"," Married-civ-spouse"
0," White",56," Unmarried"," Female"," Widowed"
0," Amer-Indian-Eskimo",24," Unmarried"," Female"," Never-married"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," White",52," Husband"," Male"," Married-civ-spouse"
0," White",42," Husband"," Male"," Married-civ-spouse"
0," White",56," Husband"," Male"," Married-civ-spouse"
0," White",52," Not-in-family"," Male"," Divorced"
0," White",56," Husband"," Male"," Married-civ-spouse"
0," White",54," Husband"," Male"," Married-civ-spouse"
0," White",43," Husband"," Male"," Married-civ-spouse"
0," White",68," Not-in-family"," Female"," Widowed"
0," White",38," Wife"," Female"," Married-civ-spouse"
0," White",44," Husband"," Male"," Married-civ-spouse"
0," White",32," Wife"," Female"," Married-civ-spouse"
0," White",23," Own-child"," Male"," Never-married"
0," White",69," Not-in-family"," Female"," Widowed"
0," White",52," Husband"," Male"," Married-civ-spouse"
0," White",24," Husband"," Male"," Married-civ-spouse"
0," White",45," Husband"," Male"," Married-civ-spouse"
0," White",43," Husband"," Male"," Married-civ-spouse"
0," White",59," Husband"," Male"," Married-civ-spouse"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",43," Husband"," Male"," Married-civ-spouse"
0," White",47," Husband"," Male"," Married-civ-spouse"
0," Black",29," Own-child"," Female"," Married-civ-spouse"
0," White",77," Husband"," Male"," Married-civ-spouse"
0," Black",48," Husband"," Male"," Married-civ-spouse"
0," White",40," Husband"," Male"," Married-civ-spouse"
0," White",23," Not-in-family"," Male"," Never-married"
0," White",51," Husband"," Male"," Married-civ-spouse"
0," Black",43," Wife"," Female"," Married-civ-spouse"
